"Customer_Age.x","Gender.x","Annual_Income.x","Credit_Score.x","Purchase_Category.x","BNPL_Provider.x","Purchase_Amount.x","Repayment_Status.x","Income_Bracket","Device_Type","Connection_Type","Checkout_Time_Seconds","Browser","Is_Bad","Cluster"
35,"Male",83596,489,"Groceries","Sezzle",151,"Late Payment","Wealth-Tier","Desktop","WiFi",95,"Edge","0","2"
51,"Female",55049,751,"Electronics","Klarna",732,"Paid On Time","Mid-Tier","Mobile","4G/5G",94,"Safari","0","2"
40,"Male",31609,415,"Beauty","Afterpay",83,"Paid On Time","Mid-Tier","Mobile","WiFi",144,"Firefox","0","1"
18,"Male",48154,574,"Electronics","Klarna",446,"Paid On Time","Mid-Tier","Mobile","4G/5G",129,"Safari","0","1"
27,"Male",115876,347,"Fashion","Affirm",139,"Paid On Time","Wealth-Tier","Mobile","WiFi",50,"Safari","0","3"
18,"Female",47349,540,"Groceries","Sezzle",230,"Late Payment","Mid-Tier","Desktop","WiFi",96,"Safari","0","1"
55,"Female",72410,605,"Beauty","Affirm",195,"Paid On Time","Wealth-Tier","Mobile","WiFi",150,"Edge","0","2"
56,"Male",110972,366,"Groceries","Afterpay",152,"Paid On Time","Wealth-Tier","Mobile","4G/5G",42,"Firefox","0","3"
26,"Male",82540,304,"Beauty","Sezzle",131,"Paid On Time","Wealth-Tier","Mobile","4G/5G",13,"Edge","0","2"
48,"Female",63078,633,"Home & Furniture","Affirm",231,"Paid On Time","Mid-Tier","Desktop","WiFi",13,"Edge","0","2"
24,"Female",52204,748,"Travel","Sezzle",2951,"Late Payment","Mid-Tier","Desktop","VPN",27,"Edge","0","1"
34,"Non-Binary",116444,780,"Beauty","Sezzle",164,"Paid On Time","Wealth-Tier","Mobile","4G/5G",124,"Firefox","0","3"
52,"Female",83852,694,"Home & Furniture","Afterpay",145,"Paid On Time","Wealth-Tier","Desktop","WiFi",148,"Firefox","0","2"
54,"Male",97615,618,"Fashion","Klarna",164,"Paid On Time","Wealth-Tier","Desktop","4G/5G",168,"Firefox","0","3"
35,"Female",36355,674,"Fashion","Sezzle",230,"Paid On Time","Mid-Tier","Desktop","WiFi",150,"Safari","0","1"
50,"Male",70004,717,"Groceries","Affirm",263,"Defaulted","Wealth-Tier","Tablet","WiFi",146,"Edge","1","2"
21,"Non-Binary",38651,582,"Beauty","Affirm",208,"Paid On Time","Mid-Tier","Mobile","WiFi",41,"Safari","0","1"
40,"Male",75083,766,"Beauty","Affirm",49,"Paid On Time","Wealth-Tier","Mobile","4G/5G",53,"Firefox","0","2"
28,"Male",22934,390,"Travel","Afterpay",1321,"Paid On Time","Entry-Level","Mobile","WiFi",83,"Firefox","0","1"
26,"Female",106524,691,"Fashion","Klarna",139,"Late Payment","Wealth-Tier","Tablet","4G/5G",154,"Safari","0","3"
47,"Male",37525,473,"Beauty","Klarna",215,"Paid On Time","Mid-Tier","Mobile","4G/5G",127,"Chrome","0","1"
25,"Male",93883,691,"Beauty","Sezzle",246,"Paid On Time","Wealth-Tier","Mobile","4G/5G",117,"Safari","0","3"
57,"Female",67541,394,"Groceries","Sezzle",144,"Paid On Time","Mid-Tier","Desktop","4G/5G",110,"Edge","0","2"
22,"Male",117580,423,"Beauty","Sezzle",130,"Paid On Time","Wealth-Tier","Mobile","VPN",109,"Chrome","0","3"
29,"Male",93557,376,"Beauty","Klarna",26,"Paid On Time","Wealth-Tier","Mobile","VPN",83,"Safari","0","3"
18,"Female",27594,643,"Groceries","Klarna",80,"Late Payment","Entry-Level","Desktop","4G/5G",126,"Firefox","0","1"
32,"Female",95168,651,"Travel","Afterpay",2708,"Paid On Time","Wealth-Tier","Mobile","WiFi",25,"Edge","0","3"
42,"Female",40337,818,"Beauty","Afterpay",295,"Paid On Time","Mid-Tier","Desktop","WiFi",151,"Firefox","0","1"
35,"Male",76104,607,"Beauty","Klarna",192,"Defaulted","Wealth-Tier","Tablet","4G/5G",43,"Firefox","1","2"
55,"Male",86040,352,"Groceries","Klarna",174,"Paid On Time","Wealth-Tier","Mobile","WiFi",17,"Firefox","0","2"
59,"Female",74712,570,"Beauty","Affirm",290,"Defaulted","Wealth-Tier","Tablet","4G/5G",135,"Edge","1","2"
63,"Male",32026,656,"Electronics","Afterpay",989,"Paid On Time","Mid-Tier","Mobile","4G/5G",7,"Safari","0","1"
43,"Male",27404,734,"Fashion","Sezzle",249,"Paid On Time","Entry-Level","Mobile","4G/5G",43,"Edge","0","1"
57,"Female",62628,552,"Electronics","Sezzle",264,"Paid On Time","Mid-Tier","Desktop","4G/5G",68,"Chrome","0","2"
20,"Female",30467,705,"Home & Furniture","Klarna",47,"Paid On Time","Mid-Tier","Mobile","WiFi",106,"Chrome","0","1"
39,"Male",31495,501,"Beauty","Sezzle",111,"Paid On Time","Mid-Tier","Mobile","WiFi",172,"Firefox","0","1"
43,"Female",108071,325,"Home & Furniture","Affirm",265,"Defaulted","Wealth-Tier","Tablet","WiFi",44,"Chrome","1","3"
36,"Male",28491,771,"Home & Furniture","Sezzle",160,"Paid On Time","Entry-Level","Mobile","4G/5G",137,"Chrome","0","1"
61,"Female",72650,744,"Electronics","Affirm",1250,"Paid On Time","Wealth-Tier","Desktop","WiFi",136,"Chrome","0","2"
61,"Male",46960,505,"Groceries","Sezzle",144,"Paid On Time","Mid-Tier","Mobile","WiFi",96,"Firefox","0","1"
64,"Male",79523,501,"Travel","Sezzle",797,"Paid On Time","Wealth-Tier","Mobile","WiFi",52,"Safari","0","2"
56,"Male",42546,524,"Fashion","Affirm",279,"Late Payment","Mid-Tier","Desktop","4G/5G",178,"Edge","0","1"
53,"Female",114881,344,"Home & Furniture","Sezzle",127,"Late Payment","Wealth-Tier","Desktop","WiFi",130,"Chrome","0","3"
38,"Male",72413,709,"Groceries","Affirm",167,"Paid On Time","Wealth-Tier","Desktop","WiFi",44,"Chrome","0","2"
58,"Female",107632,508,"Groceries","Affirm",73,"Late Payment","Wealth-Tier","Desktop","WiFi",63,"Chrome","0","3"
43,"Male",89976,764,"Fashion","Affirm",288,"Paid On Time","Wealth-Tier","Mobile","VPN",165,"Edge","0","3"
30,"Male",118948,822,"Beauty","Affirm",215,"Paid On Time","Wealth-Tier","Mobile","WiFi",160,"Chrome","0","3"
53,"Female",105619,548,"Beauty","Afterpay",217,"Paid On Time","Wealth-Tier","Mobile","VPN",32,"Safari","0","3"
41,"Male",44912,475,"Groceries","Affirm",145,"Paid On Time","Mid-Tier","Desktop","WiFi",126,"Firefox","0","1"
58,"Female",104879,649,"Beauty","Affirm",102,"Paid On Time","Wealth-Tier","Desktop","4G/5G",101,"Firefox","0","3"
43,"Female",70255,439,"Fashion","Klarna",54,"Late Payment","Wealth-Tier","Desktop","WiFi",94,"Edge","0","2"
38,"Male",91621,483,"Groceries","Klarna",200,"Paid On Time","Wealth-Tier","Mobile","WiFi",46,"Firefox","0","3"
35,"Male",83205,354,"Home & Furniture","Afterpay",296,"Paid On Time","Wealth-Tier","Mobile","4G/5G",172,"Firefox","0","2"
32,"Female",47878,763,"Groceries","Afterpay",152,"Paid On Time","Mid-Tier","Desktop","WiFi",140,"Safari","0","1"
32,"Non-Binary",29974,525,"Travel","Affirm",1943,"Late Payment","Entry-Level","Desktop","WiFi",156,"Firefox","0","1"
23,"Male",83725,400,"Fashion","Afterpay",41,"Paid On Time","Wealth-Tier","Mobile","4G/5G",93,"Edge","0","2"
60,"Male",58517,731,"Travel","Klarna",596,"Late Payment","Mid-Tier","Tablet","4G/5G",8,"Firefox","0","2"
48,"Male",30242,715,"Fashion","Sezzle",275,"Paid On Time","Mid-Tier","Mobile","WiFi",127,"Firefox","0","1"
45,"Male",108179,642,"Travel","Klarna",2863,"Paid On Time","Wealth-Tier","Mobile","WiFi",99,"Edge","0","3"
25,"Male",54413,423,"Travel","Afterpay",1716,"Paid On Time","Mid-Tier","Desktop","VPN",90,"Chrome","0","2"
46,"Non-Binary",86182,700,"Electronics","Sezzle",399,"Paid On Time","Wealth-Tier","Desktop","4G/5G",49,"Chrome","0","2"
38,"Male",118506,411,"Electronics","Sezzle",1993,"Paid On Time","Wealth-Tier","Mobile","4G/5G",117,"Safari","0","3"
34,"Male",56142,597,"Groceries","Afterpay",112,"Paid On Time","Mid-Tier","Mobile","4G/5G",132,"Edge","0","2"
41,"Female",76164,567,"Electronics","Affirm",1754,"Late Payment","Wealth-Tier","Desktop","4G/5G",32,"Safari","0","2"
53,"Male",70253,802,"Beauty","Affirm",281,"Paid On Time","Wealth-Tier","Mobile","WiFi",27,"Safari","0","2"
48,"Male",32822,841,"Fashion","Affirm",94,"Paid On Time","Mid-Tier","Mobile","WiFi",116,"Edge","0","1"
64,"Non-Binary",83993,429,"Fashion","Klarna",119,"Paid On Time","Wealth-Tier","Mobile","WiFi",169,"Firefox","0","2"
51,"Female",76976,767,"Travel","Affirm",2054,"Paid On Time","Wealth-Tier","Mobile","WiFi",40,"Firefox","0","2"
19,"Female",116533,590,"Fashion","Affirm",172,"Paid On Time","Wealth-Tier","Mobile","4G/5G",131,"Edge","0","3"
59,"Male",44855,713,"Home & Furniture","Klarna",150,"Paid On Time","Mid-Tier","Desktop","WiFi",70,"Safari","0","1"
20,"Male",37562,711,"Groceries","Klarna",128,"Paid On Time","Mid-Tier","Mobile","4G/5G",118,"Chrome","0","1"
47,"Female",66096,405,"Home & Furniture","Klarna",22,"Late Payment","Mid-Tier","Desktop","WiFi",24,"Chrome","0","2"
25,"Male",29878,604,"Electronics","Klarna",432,"Paid On Time","Entry-Level","Mobile","WiFi",175,"Chrome","0","1"
24,"Female",59296,318,"Electronics","Sezzle",1895,"Late Payment","Mid-Tier","Desktop","4G/5G",97,"Firefox","0","2"
29,"Male",47313,463,"Groceries","Sezzle",149,"Paid On Time","Mid-Tier","Mobile","4G/5G",51,"Edge","0","1"
36,"Male",78161,318,"Home & Furniture","Sezzle",282,"Paid On Time","Wealth-Tier","Desktop","4G/5G",89,"Safari","0","2"
43,"Female",81433,473,"Groceries","Sezzle",279,"Paid On Time","Wealth-Tier","Mobile","4G/5G",119,"Edge","0","2"
45,"Female",105630,810,"Travel","Sezzle",2142,"Paid On Time","Wealth-Tier","Mobile","VPN",129,"Edge","0","3"
32,"Female",117633,331,"Electronics","Affirm",1958,"Paid On Time","Wealth-Tier","Mobile","WiFi",100,"Safari","0","3"
31,"Male",35724,776,"Travel","Affirm",2895,"Paid On Time","Mid-Tier","Desktop","WiFi",7,"Chrome","0","1"
31,"Female",42398,480,"Groceries","Afterpay",291,"Paid On Time","Mid-Tier","Mobile","VPN",140,"Edge","0","1"
20,"Male",113582,697,"Home & Furniture","Sezzle",178,"Paid On Time","Wealth-Tier","Mobile","WiFi",170,"Edge","0","3"
46,"Female",57997,331,"Fashion","Sezzle",64,"Paid On Time","Mid-Tier","Mobile","4G/5G",124,"Safari","0","2"
23,"Male",112215,712,"Travel","Afterpay",2951,"Late Payment","Wealth-Tier","Desktop","WiFi",19,"Safari","0","3"
40,"Male",56817,827,"Groceries","Affirm",175,"Paid On Time","Mid-Tier","Mobile","4G/5G",163,"Edge","0","2"
45,"Male",57687,319,"Electronics","Klarna",930,"Late Payment","Mid-Tier","Desktop","4G/5G",94,"Firefox","0","2"
31,"Male",63971,805,"Beauty","Affirm",108,"Paid On Time","Mid-Tier","Desktop","4G/5G",5,"Chrome","0","2"
31,"Female",77302,660,"Home & Furniture","Affirm",96,"Paid On Time","Wealth-Tier","Desktop","WiFi",81,"Firefox","0","2"
37,"Male",46666,668,"Beauty","Sezzle",253,"Paid On Time","Mid-Tier","Mobile","VPN",24,"Safari","0","1"
30,"Female",113781,402,"Home & Furniture","Klarna",271,"Paid On Time","Wealth-Tier","Mobile","WiFi",15,"Firefox","0","3"
44,"Female",28851,467,"Fashion","Sezzle",85,"Defaulted","Entry-Level","Tablet","4G/5G",6,"Edge","1","1"
52,"Male",29995,595,"Electronics","Sezzle",1358,"Paid On Time","Entry-Level","Mobile","VPN",96,"Edge","0","1"
62,"Male",37634,838,"Beauty","Affirm",48,"Paid On Time","Mid-Tier","Desktop","WiFi",12,"Chrome","0","1"
19,"Female",119597,779,"Travel","Affirm",325,"Paid On Time","Wealth-Tier","Desktop","WiFi",27,"Safari","0","3"
58,"Non-Binary",68572,758,"Home & Furniture","Afterpay",209,"Paid On Time","Mid-Tier","Mobile","VPN",132,"Firefox","0","2"
62,"Male",42763,639,"Beauty","Affirm",42,"Paid On Time","Mid-Tier","Mobile","4G/5G",138,"Edge","0","1"
57,"Male",78955,642,"Electronics","Affirm",1986,"Paid On Time","Wealth-Tier","Mobile","VPN",164,"Edge","0","2"
41,"Male",49884,434,"Electronics","Klarna",369,"Late Payment","Mid-Tier","Desktop","WiFi",47,"Edge","0","1"
46,"Female",53120,509,"Home & Furniture","Affirm",133,"Late Payment","Mid-Tier","Desktop","4G/5G",130,"Edge","0","1"
20,"Female",20636,571,"Fashion","Afterpay",88,"Defaulted","Entry-Level","Desktop","4G/5G",5,"Firefox","1","1"
62,"Male",49911,454,"Travel","Sezzle",819,"Defaulted","Mid-Tier","Tablet","WiFi",59,"Chrome","1","1"
21,"Male",90600,502,"Travel","Affirm",2502,"Paid On Time","Wealth-Tier","Mobile","WiFi",91,"Firefox","0","3"
19,"Female",114615,392,"Electronics","Affirm",345,"Paid On Time","Wealth-Tier","Mobile","VPN",69,"Firefox","0","3"
37,"Male",108797,531,"Home & Furniture","Afterpay",153,"Paid On Time","Wealth-Tier","Mobile","WiFi",89,"Safari","0","3"
32,"Female",81636,406,"Groceries","Klarna",67,"Paid On Time","Wealth-Tier","Mobile","WiFi",90,"Chrome","0","2"
49,"Male",28782,753,"Electronics","Klarna",1005,"Paid On Time","Entry-Level","Mobile","4G/5G",112,"Safari","0","1"
59,"Female",75724,668,"Groceries","Klarna",247,"Paid On Time","Wealth-Tier","Desktop","4G/5G",84,"Firefox","0","2"
18,"Male",37332,576,"Groceries","Klarna",23,"Late Payment","Mid-Tier","Mobile","WiFi",122,"Safari","0","1"
55,"Female",30998,613,"Beauty","Sezzle",148,"Late Payment","Mid-Tier","Desktop","VPN",124,"Safari","0","1"
52,"Female",26419,332,"Beauty","Affirm",55,"Defaulted","Entry-Level","Desktop","VPN",162,"Safari","1","1"
24,"Male",87406,380,"Groceries","Klarna",297,"Paid On Time","Wealth-Tier","Mobile","4G/5G",119,"Firefox","0","3"
62,"Male",72581,678,"Beauty","Affirm",89,"Paid On Time","Wealth-Tier","Mobile","VPN",90,"Edge","0","2"
30,"Male",35726,419,"Groceries","Sezzle",148,"Paid On Time","Mid-Tier","Mobile","WiFi",155,"Chrome","0","1"
18,"Non-Binary",49600,754,"Groceries","Sezzle",52,"Paid On Time","Mid-Tier","Desktop","4G/5G",165,"Safari","0","1"
31,"Female",97244,502,"Groceries","Affirm",232,"Paid On Time","Wealth-Tier","Mobile","WiFi",121,"Edge","0","3"
46,"Female",39082,364,"Home & Furniture","Affirm",109,"Paid On Time","Mid-Tier","Mobile","4G/5G",151,"Firefox","0","1"
20,"Male",63483,306,"Beauty","Affirm",164,"Paid On Time","Mid-Tier","Mobile","4G/5G",23,"Safari","0","2"
63,"Male",112802,519,"Home & Furniture","Sezzle",296,"Defaulted","Wealth-Tier","Tablet","4G/5G",80,"Chrome","1","3"
41,"Female",84816,554,"Beauty","Affirm",242,"Paid On Time","Wealth-Tier","Mobile","4G/5G",109,"Safari","0","2"
18,"Female",68194,588,"Beauty","Afterpay",133,"Paid On Time","Mid-Tier","Mobile","WiFi",93,"Chrome","0","2"
27,"Male",81815,762,"Home & Furniture","Affirm",69,"Paid On Time","Wealth-Tier","Desktop","WiFi",89,"Chrome","0","2"
30,"Female",56874,389,"Home & Furniture","Afterpay",173,"Paid On Time","Mid-Tier","Mobile","WiFi",146,"Firefox","0","2"
53,"Female",106884,574,"Home & Furniture","Sezzle",298,"Paid On Time","Wealth-Tier","Desktop","WiFi",165,"Edge","0","3"
26,"Male",56603,462,"Home & Furniture","Klarna",287,"Paid On Time","Mid-Tier","Mobile","VPN",124,"Firefox","0","2"
31,"Male",52108,328,"Home & Furniture","Sezzle",67,"Paid On Time","Mid-Tier","Mobile","4G/5G",45,"Edge","0","1"
53,"Female",56534,333,"Home & Furniture","Klarna",59,"Late Payment","Mid-Tier","Desktop","WiFi",129,"Safari","0","2"
27,"Male",21642,625,"Travel","Klarna",2506,"Defaulted","Entry-Level","Tablet","WiFi",160,"Firefox","1","1"
57,"Male",98385,628,"Groceries","Afterpay",268,"Paid On Time","Wealth-Tier","Desktop","WiFi",61,"Firefox","0","3"
40,"Male",34467,485,"Fashion","Sezzle",254,"Late Payment","Mid-Tier","Mobile","WiFi",103,"Edge","0","1"
52,"Female",79679,525,"Beauty","Afterpay",102,"Paid On Time","Wealth-Tier","Mobile","4G/5G",54,"Firefox","0","2"
24,"Female",40915,608,"Electronics","Klarna",1837,"Late Payment","Mid-Tier","Desktop","4G/5G",108,"Safari","0","1"
59,"Female",105226,353,"Home & Furniture","Affirm",32,"Paid On Time","Wealth-Tier","Mobile","VPN",10,"Edge","0","3"
52,"Female",71005,572,"Fashion","Sezzle",196,"Paid On Time","Wealth-Tier","Mobile","VPN",121,"Firefox","0","2"
19,"Non-Binary",99561,388,"Home & Furniture","Klarna",99,"Paid On Time","Wealth-Tier","Mobile","WiFi",136,"Chrome","0","3"
32,"Male",98429,421,"Groceries","Sezzle",289,"Late Payment","Wealth-Tier","Desktop","4G/5G",141,"Chrome","0","3"
26,"Male",43761,742,"Electronics","Klarna",1838,"Paid On Time","Mid-Tier","Desktop","WiFi",123,"Safari","0","1"
64,"Male",42416,841,"Beauty","Klarna",181,"Paid On Time","Mid-Tier","Mobile","WiFi",68,"Chrome","0","1"
34,"Female",97444,470,"Electronics","Sezzle",1616,"Paid On Time","Wealth-Tier","Mobile","WiFi",179,"Firefox","0","3"
56,"Male",97127,687,"Groceries","Sezzle",104,"Paid On Time","Wealth-Tier","Mobile","WiFi",14,"Chrome","0","3"
35,"Female",26140,445,"Beauty","Afterpay",67,"Defaulted","Entry-Level","Desktop","WiFi",11,"Firefox","1","1"
32,"Male",119709,376,"Electronics","Sezzle",1003,"Defaulted","Wealth-Tier","Tablet","WiFi",6,"Chrome","1","3"
35,"Female",79111,448,"Travel","Sezzle",1414,"Paid On Time","Wealth-Tier","Mobile","WiFi",117,"Firefox","0","2"
41,"Male",96525,749,"Travel","Sezzle",399,"Paid On Time","Wealth-Tier","Mobile","WiFi",161,"Edge","0","3"
40,"Male",82788,576,"Fashion","Sezzle",217,"Defaulted","Wealth-Tier","Tablet","4G/5G",106,"Chrome","1","2"
29,"Male",66160,439,"Home & Furniture","Sezzle",218,"Paid On Time","Mid-Tier","Mobile","4G/5G",163,"Chrome","0","2"
40,"Female",70662,551,"Travel","Afterpay",2157,"Paid On Time","Wealth-Tier","Mobile","WiFi",79,"Safari","0","2"
38,"Female",116294,723,"Home & Furniture","Afterpay",129,"Paid On Time","Wealth-Tier","Mobile","WiFi",34,"Safari","0","3"
43,"Female",79113,378,"Fashion","Afterpay",248,"Paid On Time","Wealth-Tier","Mobile","WiFi",148,"Chrome","0","2"
25,"Male",119290,642,"Beauty","Sezzle",155,"Paid On Time","Wealth-Tier","Desktop","WiFi",123,"Chrome","0","3"
47,"Female",38207,831,"Electronics","Affirm",519,"Paid On Time","Mid-Tier","Mobile","VPN",134,"Safari","0","1"
51,"Female",61862,302,"Groceries","Affirm",260,"Paid On Time","Mid-Tier","Mobile","WiFi",6,"Chrome","0","2"
19,"Male",71029,682,"Beauty","Klarna",178,"Paid On Time","Wealth-Tier","Desktop","WiFi",10,"Firefox","0","2"
22,"Female",103031,485,"Beauty","Afterpay",44,"Paid On Time","Wealth-Tier","Mobile","4G/5G",154,"Chrome","0","3"
48,"Female",64970,541,"Home & Furniture","Afterpay",188,"Paid On Time","Mid-Tier","Mobile","4G/5G",68,"Firefox","0","2"
50,"Male",44208,551,"Beauty","Afterpay",36,"Paid On Time","Mid-Tier","Desktop","WiFi",68,"Edge","0","1"
21,"Male",23526,684,"Travel","Affirm",2094,"Paid On Time","Entry-Level","Mobile","WiFi",176,"Firefox","0","1"
23,"Male",92175,568,"Travel","Affirm",599,"Paid On Time","Wealth-Tier","Mobile","VPN",129,"Safari","0","3"
40,"Female",62448,443,"Beauty","Affirm",26,"Paid On Time","Mid-Tier","Mobile","WiFi",16,"Edge","0","2"
62,"Male",22323,783,"Travel","Affirm",2183,"Paid On Time","Entry-Level","Mobile","WiFi",56,"Safari","0","1"
36,"Male",23546,745,"Electronics","Klarna",1198,"Paid On Time","Entry-Level","Mobile","4G/5G",117,"Edge","0","1"
60,"Female",53225,605,"Travel","Affirm",1791,"Paid On Time","Mid-Tier","Mobile","WiFi",47,"Firefox","0","1"
62,"Male",86501,529,"Home & Furniture","Klarna",193,"Late Payment","Wealth-Tier","Desktop","WiFi",165,"Firefox","0","2"
25,"Male",114111,360,"Beauty","Klarna",267,"Paid On Time","Wealth-Tier","Mobile","4G/5G",49,"Chrome","0","3"
56,"Male",101140,744,"Fashion","Klarna",175,"Paid On Time","Wealth-Tier","Desktop","VPN",21,"Edge","0","3"
30,"Non-Binary",74264,699,"Travel","Sezzle",2121,"Paid On Time","Wealth-Tier","Mobile","4G/5G",167,"Edge","0","2"
18,"Male",81575,848,"Travel","Affirm",781,"Paid On Time","Wealth-Tier","Desktop","4G/5G",175,"Chrome","0","2"
23,"Male",47898,357,"Groceries","Sezzle",210,"Late Payment","Mid-Tier","Desktop","4G/5G",68,"Firefox","0","1"
24,"Male",98891,638,"Travel","Affirm",2799,"Paid On Time","Wealth-Tier","Mobile","4G/5G",38,"Chrome","0","3"
44,"Male",37725,756,"Electronics","Sezzle",223,"Paid On Time","Mid-Tier","Mobile","4G/5G",78,"Edge","0","1"
32,"Female",24203,587,"Fashion","Sezzle",53,"Paid On Time","Entry-Level","Mobile","4G/5G",150,"Edge","0","1"
51,"Non-Binary",87922,600,"Travel","Klarna",2910,"Paid On Time","Wealth-Tier","Mobile","4G/5G",20,"Edge","0","3"
40,"Female",74354,673,"Travel","Sezzle",2498,"Paid On Time","Wealth-Tier","Mobile","WiFi",134,"Firefox","0","2"
41,"Male",47413,380,"Electronics","Afterpay",1799,"Late Payment","Mid-Tier","Desktop","4G/5G",146,"Safari","0","1"
32,"Male",119746,707,"Groceries","Sezzle",244,"Late Payment","Wealth-Tier","Tablet","WiFi",57,"Edge","0","3"
52,"Male",59323,415,"Electronics","Klarna",958,"Late Payment","Mid-Tier","Desktop","WiFi",12,"Firefox","0","2"
21,"Male",84160,841,"Travel","Affirm",1814,"Paid On Time","Wealth-Tier","Mobile","WiFi",44,"Chrome","0","2"
61,"Female",69035,320,"Travel","Klarna",1335,"Paid On Time","Mid-Tier","Mobile","WiFi",60,"Chrome","0","2"
54,"Female",82560,727,"Travel","Klarna",1053,"Paid On Time","Wealth-Tier","Mobile","4G/5G",112,"Edge","0","2"
34,"Male",74065,527,"Travel","Sezzle",1949,"Paid On Time","Wealth-Tier","Mobile","WiFi",101,"Chrome","0","2"
48,"Male",52828,322,"Groceries","Sezzle",222,"Paid On Time","Mid-Tier","Mobile","4G/5G",38,"Edge","0","1"
55,"Male",58987,643,"Fashion","Sezzle",120,"Paid On Time","Mid-Tier","Desktop","4G/5G",117,"Chrome","0","2"
27,"Female",48324,697,"Beauty","Afterpay",65,"Paid On Time","Mid-Tier","Desktop","4G/5G",68,"Edge","0","1"
44,"Male",84883,483,"Beauty","Klarna",80,"Paid On Time","Wealth-Tier","Mobile","WiFi",157,"Firefox","0","2"
59,"Female",28035,802,"Home & Furniture","Affirm",119,"Paid On Time","Entry-Level","Desktop","4G/5G",132,"Safari","0","1"
23,"Female",103174,380,"Electronics","Klarna",1826,"Late Payment","Wealth-Tier","Mobile","4G/5G",23,"Firefox","0","3"
23,"Male",101755,665,"Beauty","Afterpay",41,"Paid On Time","Wealth-Tier","Mobile","WiFi",11,"Chrome","0","3"
32,"Non-Binary",63506,558,"Travel","Afterpay",749,"Paid On Time","Mid-Tier","Mobile","4G/5G",139,"Firefox","0","2"
21,"Male",113962,775,"Travel","Klarna",1765,"Paid On Time","Wealth-Tier","Mobile","4G/5G",22,"Chrome","0","3"
57,"Male",20335,391,"Fashion","Afterpay",204,"Paid On Time","Entry-Level","Mobile","4G/5G",153,"Edge","0","1"
24,"Female",26581,435,"Electronics","Klarna",1085,"Paid On Time","Entry-Level","Mobile","4G/5G",43,"Edge","0","1"
62,"Male",114203,408,"Beauty","Sezzle",202,"Late Payment","Wealth-Tier","Desktop","4G/5G",132,"Edge","0","3"
64,"Male",23138,349,"Fashion","Sezzle",25,"Late Payment","Entry-Level","Mobile","4G/5G",148,"Edge","0","1"
43,"Female",22517,614,"Fashion","Klarna",233,"Paid On Time","Entry-Level","Mobile","WiFi",46,"Firefox","0","1"
48,"Female",47705,334,"Electronics","Affirm",575,"Defaulted","Mid-Tier","Tablet","WiFi",170,"Chrome","1","1"
19,"Male",85328,693,"Travel","Affirm",854,"Late Payment","Wealth-Tier","Tablet","WiFi",25,"Safari","0","2"
45,"Female",114158,305,"Groceries","Sezzle",225,"Paid On Time","Wealth-Tier","Mobile","WiFi",65,"Firefox","0","3"
59,"Female",66675,421,"Travel","Sezzle",1624,"Defaulted","Mid-Tier","Tablet","WiFi",151,"Safari","1","2"
30,"Male",30435,656,"Electronics","Sezzle",1744,"Paid On Time","Mid-Tier","Mobile","VPN",132,"Chrome","0","1"
35,"Female",49020,357,"Fashion","Klarna",291,"Paid On Time","Mid-Tier","Mobile","WiFi",179,"Edge","0","1"
47,"Non-Binary",99059,808,"Groceries","Klarna",125,"Paid On Time","Wealth-Tier","Mobile","WiFi",23,"Edge","0","3"
28,"Non-Binary",80444,458,"Travel","Affirm",1295,"Paid On Time","Wealth-Tier","Mobile","WiFi",173,"Chrome","0","2"
30,"Female",69293,601,"Electronics","Afterpay",888,"Paid On Time","Mid-Tier","Mobile","4G/5G",27,"Firefox","0","2"
41,"Male",23456,353,"Travel","Affirm",1213,"Paid On Time","Entry-Level","Mobile","4G/5G",90,"Edge","0","1"
46,"Female",84720,504,"Fashion","Affirm",115,"Late Payment","Wealth-Tier","Desktop","WiFi",6,"Chrome","0","2"
22,"Male",29486,673,"Travel","Afterpay",2205,"Paid On Time","Entry-Level","Desktop","4G/5G",130,"Firefox","0","1"
52,"Female",97912,756,"Beauty","Sezzle",261,"Paid On Time","Wealth-Tier","Mobile","VPN",124,"Firefox","0","3"
36,"Male",86828,781,"Home & Furniture","Sezzle",131,"Paid On Time","Wealth-Tier","Mobile","4G/5G",140,"Firefox","0","3"
30,"Female",90167,844,"Groceries","Klarna",245,"Paid On Time","Wealth-Tier","Desktop","4G/5G",137,"Safari","0","3"
22,"Male",96170,478,"Electronics","Sezzle",303,"Paid On Time","Wealth-Tier","Mobile","WiFi",138,"Firefox","0","3"
61,"Female",115716,501,"Beauty","Sezzle",94,"Late Payment","Wealth-Tier","Desktop","WiFi",120,"Firefox","0","3"
31,"Male",66781,777,"Electronics","Afterpay",354,"Paid On Time","Mid-Tier","Desktop","4G/5G",172,"Safari","0","2"
55,"Male",58936,690,"Travel","Afterpay",1324,"Paid On Time","Mid-Tier","Mobile","WiFi",157,"Firefox","0","2"
39,"Female",49800,626,"Home & Furniture","Affirm",184,"Paid On Time","Mid-Tier","Desktop","4G/5G",39,"Edge","0","1"
26,"Male",25535,615,"Fashion","Klarna",65,"Paid On Time","Entry-Level","Mobile","4G/5G",40,"Firefox","0","1"
57,"Male",25184,698,"Fashion","Afterpay",216,"Paid On Time","Entry-Level","Mobile","WiFi",19,"Edge","0","1"
43,"Female",51400,837,"Electronics","Sezzle",1729,"Paid On Time","Mid-Tier","Mobile","4G/5G",118,"Firefox","0","1"
